price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
5948043,2226,3,2,4,yes,no,yes,no,yes,0,yes,furnished
8769247,6460,4,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
2685120,6088,3,4,3,yes,no,no,no,yes,2,yes,unfurnished
4617331,7391,4,2,3,yes,no,no,no,no,3,yes,furnished
6316527,7517,4,4,4,yes,no,no,no,no,2,yes,unfurnished
6372323,5150,4,1,2,yes,no,yes,no,yes,2,yes,unfurnished
4993990,4827,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5412237,8208,3,2,2,yes,no,yes,no,yes,0,no,furnished
4239697,5877,3,4,4,yes,no,no,no,yes,2,yes,unfurnished
5254224,3054,4,4,4,yes,no,no,no,no,2,yes,furnished
4940018,4551,3,2,3,yes,no,no,no,no,2,yes,furnished
3767721,5610,3,2,4,yes,no,yes,no,yes,0,yes,semi-furnished
5154774,6269,4,2,1,yes,no,no,no,yes,2,yes,furnished
5992548,7072,4,4,4,yes,no,no,no,no,2,yes,semi-furnished
4670801,3434,5,4,2,yes,no,no,no,yes,2,yes,unfurnished
8206504,3259,4,4,4,yes,no,no,no,yes,3,yes,semi-furnished
4721277,3277,5,2,3,yes,no,no,no,no,3,no,semi-furnished
5416088,3258,5,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5431875,5987,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
2984764,5653,4,2,3,yes,no,yes,yes,yes,2,yes,semi-furnished
7186112,5553,3,4,3,no,no,no,no,yes,2,yes,furnished
7176821,3019,1,2,4,yes,no,no,no,yes,2,yes,furnished
3533759,5466,5,2,4,yes,no,no,no,no,2,yes,furnished
3465269,6304,3,2,4,yes,no,no,no,yes,0,yes,furnished
3155264,7326,4,4,2,no,no,yes,no,yes,2,yes,furnished
3245905,2570,5,2,3,yes,no,no,no,no,2,yes,furnished
9248875,5771,5,2,3,yes,yes,no,no,no,3,no,furnished
3829593,4476,3,2,3,yes,no,no,no,yes,0,yes,furnished
2229516,4121,4,2,4,yes,no,no,no,no,3,no,furnished
5647096,3901,4,2,4,yes,no,no,no,yes,1,yes,semi-furnished
1750000,4725,4,4,3,no,yes,yes,no,yes,3,yes,unfurnished
3322469,5823,4,2,4,no,no,yes,no,yes,3,yes,furnished
5580067,1650,3,2,3,yes,yes,no,no,no,2,yes,semi-furnished
5384164,3275,5,2,3,yes,no,no,no,yes,0,yes,furnished
3411495,8394,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
6919313,5502,4,2,4,yes,no,no,no,yes,0,no,unfurnished
9338597,7200,4,2,2,yes,no,yes,no,no,2,yes,furnished
3442832,4126,4,2,3,yes,no,no,no,yes,3,no,furnished
5221979,5198,2,2,3,no,no,no,no,yes,0,yes,semi-furnished
4200786,4780,4,2,1,yes,no,no,no,yes,2,yes,furnished
4771126,3352,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
4099695,4044,4,4,4,yes,no,no,no,yes,2,no,furnished
6173244,5322,5,2,3,yes,no,yes,no,no,2,no,semi-furnished
4244694,5536,4,2,4,yes,no,no,no,no,2,yes,furnished
10047319,4022,3,2,3,yes,no,no,no,yes,2,no,furnished
5474133,8806,5,2,3,yes,no,no,no,yes,3,yes,furnished
4919944,5315,3,4,1,yes,no,yes,no,yes,2,no,furnished
6291377,5748,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
4056926,7850,3,4,2,yes,no,yes,no,no,2,yes,semi-furnished
6887338,4186,4,2,3,yes,no,no,no,yes,3,yes,furnished
3016625,5529,5,4,3,yes,no,no,no,yes,2,yes,unfurnished
4123525,1650,4,2,3,yes,no,no,no,yes,3,yes,unfurnished
6299372,7175,1,4,3,yes,no,yes,no,yes,0,yes,semi-furnished
6788067,4522,4,2,4,yes,no,no,no,yes,2,yes,unfurnished
4763973,7117,4,4,4,yes,no,no,no,yes,0,yes,semi-furnished
4482686,5633,4,4,3,yes,no,no,no,yes,2,no,furnished
6794204,1650,4,2,4,yes,no,yes,no,no,2,no,unfurnished
4297909,5017,4,2,4,yes,yes,no,no,yes,0,yes,furnished
3178626,7011,3,4,3,yes,yes,no,no,no,2,yes,semi-furnished
5278547,1650,2,2,4,no,yes,yes,no,no,2,no,semi-furnished
2946717,7024,4,2,3,yes,no,no,no,yes,0,yes,semi-furnished
3363982,4349,5,4,3,no,no,no,yes,no,2,yes,unfurnished
4585117,7734,4,4,3,yes,no,no,no,yes,0,yes,furnished
6739576,8831,4,4,4,yes,no,yes,no,no,2,yes,furnished
8333355,6395,4,4,1,yes,no,no,no,no,2,yes,furnished
6580642,2568,4,2,3,yes,no,no,no,yes,2,yes,furnished
5313765,7357,4,2,3,no,no,yes,no,yes,0,no,semi-furnished
4554776,7283,5,2,3,yes,no,no,no,no,3,yes,furnished
3183225,1650,3,2,3,yes,no,yes,no,no,2,yes,semi-furnished
3510705,6865,3,4,1,yes,no,no,no,yes,0,yes,unfurnished
7075377,4160,3,2,3,yes,no,yes,no,no,2,yes,semi-furnished
4040445,6860,4,2,1,yes,no,yes,no,no,3,yes,semi-furnished
7338049,7809,5,2,4,yes,no,no,no,no,2,yes,semi-furnished
4160767,6376,3,2,3,yes,no,no,no,yes,3,yes,semi-furnished
4059045,5253,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
4485172,6695,5,2,3,no,no,no,no,no,3,yes,unfurnished
1750000,4774,3,2,3,yes,yes,no,no,yes,0,no,semi-furnished
3699360,5551,4,4,3,yes,no,yes,no,no,2,yes,semi-furnished
3737670,4227,4,2,2,yes,no,yes,no,yes,2,yes,furnished
3366315,4523,4,1,4,yes,no,no,no,no,0,yes,furnished
4733255,5029,4,2,2,yes,yes,no,no,yes,2,yes,furnished
3475486,7967,4,2,3,no,no,no,no,yes,0,yes,furnished
5044965,3530,4,2,3,yes,no,no,no,no,2,no,furnished
5578623,1650,3,4,4,yes,yes,no,no,yes,0,yes,furnished
3866773,5199,3,2,4,yes,no,no,no,yes,2,yes,furnished
4409481,5738,4,4,3,yes,no,yes,no,yes,3,yes,unfurnished
3717265,3153,4,2,3,yes,no,no,no,yes,3,no,semi-furnished
9327697,7996,4,2,3,yes,no,no,no,no,2,yes,furnished
4828820,5857,4,4,4,yes,yes,no,no,no,2,no,furnished
6677862,3068,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
1750000,7046,3,2,4,yes,no,no,no,yes,3,yes,unfurnished
3949472,7169,4,2,4,yes,no,no,no,yes,2,no,furnished
4377540,2801,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
4107548,7309,5,2,3,no,no,yes,no,yes,3,yes,semi-furnished
5691397,1650,4,2,4,yes,no,no,no,no,2,yes,unfurnished
2463965,8015,3,4,3,yes,no,yes,yes,yes,2,yes,unfurnished
6801454,8359,4,2,4,no,no,no,no,yes,0,yes,furnished
3931516,4981,5,2,3,yes,no,no,no,no,3,yes,furnished
3749768,1899,4,2,3,yes,no,yes,no,no,2,yes,furnished
3463489,1650,4,4,3,yes,no,no,no,yes,3,yes,semi-furnished
6834096,7690,3,4,4,yes,no,no,no,yes,0,no,unfurnished
6443371,3076,4,2,3,yes,yes,no,no,yes,3,no,semi-furnished
4279775,7678,4,2,3,no,no,yes,no,yes,0,yes,furnished
4998591,7959,4,2,1,no,yes,no,no,no,2,no,semi-furnished
6279321,3746,3,4,1,yes,no,no,no,yes,3,no,furnished
3994553,6173,4,4,2,yes,no,yes,no,yes,2,yes,semi-furnished
1750000,6050,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
5303772,3662,4,2,3,yes,no,no,no,yes,2,yes,furnished
6027792,5791,4,2,2,yes,no,yes,no,yes,2,yes,furnished
6411924,4175,4,2,3,yes,no,yes,no,yes,2,yes,unfurnished
6012685,5271,5,2,3,no,no,yes,no,yes,0,yes,unfurnished
5683827,5282,5,2,3,yes,no,yes,no,yes,2,yes,furnished
9246045,3365,4,2,4,yes,yes,yes,no,yes,0,yes,furnished
7383605,6625,3,2,2,yes,no,yes,no,no,1,yes,semi-furnished
5943544,3482,4,4,4,yes,yes,no,no,yes,3,yes,furnished
4054242,4833,3,1,3,yes,no,no,no,yes,3,yes,unfurnished
6717144,6640,3,2,4,yes,no,yes,no,yes,1,yes,semi-furnished
5702713,7058,5,4,4,yes,no,yes,no,yes,3,yes,unfurnished
4327378,5910,4,2,3,yes,no,no,no,no,2,yes,furnished
5394470,7939,5,4,2,yes,no,no,no,yes,0,yes,unfurnished
5880440,7656,3,2,1,yes,no,no,no,no,2,yes,unfurnished
6684841,7270,4,2,4,yes,no,no,no,no,2,no,semi-furnished
6688490,6603,4,2,3,yes,no,yes,no,yes,1,no,semi-furnished
5063050,3816,4,1,4,yes,yes,no,no,yes,3,yes,furnished
3556685,4968,5,2,3,yes,no,no,no,no,2,yes,furnished
7519984,3136,5,2,4,yes,no,no,no,yes,2,no,semi-furnished
4175418,4023,4,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
5630543,6342,5,2,4,yes,no,no,no,yes,2,no,furnished
1750000,5739,5,1,3,yes,no,no,no,yes,2,yes,furnished
3906713,6261,4,4,3,yes,no,no,no,yes,2,yes,semi-furnished
6623906,1650,4,4,4,no,no,yes,no,yes,0,yes,unfurnished
3884894,8645,4,4,3,yes,no,yes,no,yes,1,yes,furnished
6673940,4256,5,2,1,no,no,yes,yes,yes,2,yes,furnished
3732193,1650,4,1,3,yes,no,no,no,yes,2,yes,furnished
2918322,6016,5,2,4,yes,no,no,no,yes,0,yes,semi-furnished
3581930,4046,3,4,3,yes,no,yes,no,yes,0,no,unfurnished
2701472,4340,4,1,4,yes,no,yes,no,yes,3,yes,furnished
5639782,6583,5,4,3,no,no,yes,no,yes,2,no,semi-furnished
3049489,6434,4,2,3,yes,yes,no,no,no,0,yes,unfurnished
1924549,6078,3,2,4,yes,yes,no,no,yes,0,yes,furnished
1913551,2713,3,4,4,yes,no,no,no,no,3,yes,unfurnished
3501828,5859,3,2,4,no,yes,no,no,yes,3,yes,unfurnished
4664256,3960,5,2,3,yes,yes,yes,no,yes,0,yes,unfurnished
7888120,2633,3,1,4,no,no,yes,no,yes,3,yes,furnished
4970629,6546,4,4,3,no,no,no,no,yes,0,yes,semi-furnished
2688768,5226,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
7412726,6001,4,2,3,no,no,yes,yes,no,2,yes,semi-furnished
1750000,4339,3,2,4,no,no,yes,no,yes,0,yes,semi-furnished
9337054,7824,4,2,4,yes,yes,no,no,yes,2,yes,unfurnished
5748056,2417,3,4,4,yes,no,no,no,yes,0,yes,furnished
1885878,3953,3,2,3,yes,no,yes,no,yes,2,no,furnished
6314650,4205,4,2,4,yes,yes,no,no,yes,3,yes,semi-furnished
4494147,6612,4,2,4,yes,no,no,no,yes,2,no,semi-furnished
4963033,3964,4,2,4,yes,yes,no,no,no,2,yes,furnished
6993146,6064,5,2,3,yes,no,no,no,yes,2,no,furnished
3514407,5433,4,4,3,yes,no,yes,no,no,0,yes,semi-furnished
8177265,5719,4,4,4,yes,no,no,no,yes,2,yes,furnished
3948484,8142,4,4,4,yes,no,no,no,yes,3,yes,furnished
2092113,1650,4,2,2,yes,yes,no,no,yes,2,yes,semi-furnished
3631645,3388,4,4,4,yes,no,no,no,yes,2,yes,furnished
1750000,7675,3,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
1770216,3825,5,2,3,yes,no,no,no,no,0,yes,semi-furnished
1750000,7618,4,2,4,yes,no,yes,no,no,3,no,semi-furnished
3069609,6886,4,2,3,yes,no,no,no,yes,3,yes,furnished
4300917,4405,4,2,4,yes,yes,yes,no,yes,0,yes,furnished
3543142,5502,3,2,4,no,no,no,no,yes,2,yes,unfurnished
5669494,3813,4,2,4,yes,no,no,no,no,2,yes,furnished
4470556,5761,4,4,3,yes,no,yes,no,no,2,yes,unfurnished
2804161,8291,4,2,4,yes,no,no,no,no,2,no,unfurnished
1750000,4991,4,4,3,yes,no,yes,no,yes,2,yes,furnished
5347375,3487,4,4,4,yes,no,yes,no,yes,2,yes,furnished
4795661,2576,4,2,2,yes,yes,no,no,yes,2,yes,furnished
9221367,3801,5,4,4,yes,no,yes,no,no,2,yes,unfurnished
3812891,3957,4,2,4,yes,no,no,no,yes,2,no,unfurnished
6013698,6437,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
7842184,3866,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
5737052,7667,5,2,3,yes,yes,yes,no,yes,2,yes,furnished
5512390,6891,5,2,3,yes,no,yes,no,yes,0,yes,unfurnished
7041503,4886,3,2,4,no,no,no,no,no,3,yes,semi-furnished
3016101,5185,5,2,3,no,no,no,no,no,3,no,semi-furnished
4819999,4270,3,2,4,yes,no,no,no,no,2,yes,unfurnished
6346896,2288,4,3,3,yes,no,no,no,no,0,yes,furnished
5260841,2888,3,2,3,no,yes,no,yes,yes,2,yes,semi-furnished
2474846,2239,4,2,4,yes,no,no,no,no,2,yes,unfurnished
5633209,5465,5,2,4,yes,no,no,no,yes,2,yes,furnished
7744685,4979,4,1,1,yes,no,no,no,yes,0,yes,unfurnished
4094847,2577,2,2,4,no,yes,no,no,yes,2,yes,unfurnished
6205292,6133,2,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3026277,9888,4,2,3,yes,no,yes,no,no,0,yes,unfurnished
5711867,4673,4,2,3,yes,yes,no,no,yes,2,yes,furnished
6457152,7075,5,2,4,yes,no,yes,no,no,3,yes,unfurnished
8885481,7992,3,2,3,no,no,no,no,yes,2,yes,furnished
4136826,4996,4,2,2,yes,no,yes,no,yes,0,yes,furnished
2747374,5842,4,4,3,yes,no,yes,no,yes,2,no,unfurnished
5431774,6633,4,2,4,yes,no,no,no,no,2,yes,unfurnished
1750000,8063,4,2,3,no,no,no,no,yes,2,yes,semi-furnished
5922445,5955,3,4,4,yes,no,no,no,no,2,yes,unfurnished
4913651,8209,5,2,2,yes,yes,no,no,yes,2,yes,semi-furnished
1750000,2376,4,2,4,yes,yes,no,no,no,0,yes,unfurnished
6092666,6133,5,4,4,no,no,no,no,yes,0,yes,semi-furnished
5085614,6311,4,2,3,yes,no,yes,no,no,2,no,furnished
7290816,4499,4,4,4,yes,no,no,no,yes,2,no,unfurnished
2840486,7969,4,4,3,yes,no,no,no,yes,0,yes,semi-furnished
1750000,5950,5,2,3,yes,no,no,no,yes,2,yes,furnished
7675019,9340,4,2,3,yes,no,yes,no,yes,2,yes,furnished
3077752,4956,4,4,4,no,yes,no,no,no,2,yes,furnished
7059463,4296,4,4,3,no,no,no,no,yes,3,yes,furnished
6236455,1874,4,2,3,yes,no,no,no,yes,3,yes,furnished
4557309,6509,4,4,3,yes,no,no,no,yes,0,yes,semi-furnished
1803461,4779,5,4,4,yes,no,no,no,yes,2,yes,furnished
4486975,10507,4,2,4,no,no,yes,no,yes,3,yes,semi-furnished
2948704,2832,4,4,4,yes,no,no,no,yes,2,yes,furnished
4329227,4897,4,2,3,yes,no,no,no,no,2,no,semi-furnished
4337777,4680,4,2,4,yes,yes,no,no,yes,2,yes,furnished
3456329,8393,3,4,3,yes,no,no,no,no,3,no,unfurnished
6282627,6484,4,4,3,yes,no,no,no,no,2,yes,furnished
5503816,8511,4,2,3,no,no,no,no,yes,3,yes,furnished
3411049,4830,4,2,4,yes,no,no,no,yes,1,no,furnished
3586265,4761,4,2,4,yes,no,no,no,yes,2,yes,furnished
1750000,7389,5,4,3,yes,no,no,no,yes,0,no,unfurnished
6657643,2844,5,2,1,yes,no,no,no,yes,2,yes,semi-furnished
6720063,3463,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5023383,7510,4,2,2,yes,yes,yes,no,yes,0,yes,furnished
3803720,4160,4,2,3,no,no,no,no,yes,0,yes,unfurnished
5410266,3799,4,2,4,yes,no,no,no,yes,2,yes,furnished
5566772,1650,5,4,3,yes,no,no,no,no,3,yes,semi-furnished
6154235,2295,4,2,3,yes,no,yes,no,yes,2,yes,furnished
2072228,7059,4,4,3,yes,yes,no,no,yes,2,no,furnished
2736985,5814,3,2,3,yes,no,yes,no,yes,3,yes,unfurnished
2116590,7902,4,2,2,yes,no,no,no,no,2,yes,unfurnished
5750561,6587,3,2,3,yes,yes,no,no,yes,2,yes,unfurnished
3325873,6420,3,2,4,yes,no,no,no,no,3,yes,furnished
3299998,6906,5,4,3,yes,yes,no,no,yes,3,yes,furnished
6093644,4757,3,2,4,yes,yes,no,no,no,0,yes,unfurnished
5355116,8812,3,2,4,yes,no,no,no,yes,2,yes,unfurnished
2491304,1650,5,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
8327254,5151,4,2,1,yes,no,no,no,no,0,no,furnished
5054039,8074,5,2,3,yes,no,no,no,yes,3,yes,semi-furnished
8073360,2315,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
5646928,6681,4,2,3,yes,no,yes,no,no,2,yes,furnished
5849544,5023,4,2,4,yes,no,no,no,yes,3,yes,furnished
1750000,6862,4,2,2,yes,no,no,no,no,3,yes,unfurnished
2614347,9214,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
5843031,3438,4,2,4,no,no,no,no,yes,0,yes,semi-furnished
3787492,5559,4,4,3,no,no,no,no,yes,2,no,unfurnished
9840817,4806,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
5702931,3120,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
4115523,6755,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
7399168,5332,3,4,4,no,no,no,no,no,1,yes,furnished
6893150,6084,4,2,3,yes,no,no,no,yes,2,no,furnished
3756773,7934,3,4,4,yes,yes,no,no,no,2,yes,furnished
2664823,8087,3,4,3,yes,yes,no,no,yes,0,yes,unfurnished
3010157,4692,4,2,2,yes,no,yes,no,yes,2,yes,furnished
1750000,5995,4,2,4,yes,no,no,no,no,0,yes,furnished
3955911,4691,4,2,4,yes,no,yes,no,yes,2,yes,furnished
7343396,6116,4,2,3,yes,no,yes,no,yes,1,yes,furnished
5439489,7057,4,2,4,yes,no,yes,no,yes,0,no,unfurnished
4731776,7911,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
4309332,7886,3,4,4,yes,no,yes,no,no,2,yes,semi-furnished
5628752,5232,3,2,3,yes,no,no,no,yes,3,no,furnished
4954905,8224,4,2,3,yes,no,yes,no,yes,2,yes,furnished
6030550,9229,4,4,3,yes,yes,no,no,yes,2,no,furnished
5215537,10255,4,2,3,yes,no,yes,no,yes,2,yes,furnished
1750000,6128,3,2,4,yes,no,yes,no,no,2,yes,unfurnished
3103530,3677,4,2,3,yes,no,yes,no,yes,2,no,furnished
6235431,3153,4,2,3,yes,no,yes,no,yes,0,yes,unfurnished
4601596,7120,3,2,3,yes,no,no,yes,yes,2,yes,semi-furnished
2956987,3656,4,2,4,yes,no,yes,no,no,0,yes,unfurnished
1893909,5138,4,4,4,yes,no,yes,no,yes,2,yes,furnished
7016526,6086,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
6570580,4314,4,2,3,yes,no,no,no,no,2,yes,furnished
4722050,6155,3,4,4,yes,no,no,no,yes,2,no,unfurnished
2924361,5843,3,2,3,yes,no,no,no,yes,2,yes,furnished
5840127,4968,4,2,1,yes,no,yes,no,yes,2,yes,furnished
4027438,9226,4,2,4,yes,no,yes,no,yes,2,no,furnished
3879450,4746,3,2,3,yes,no,no,no,no,2,yes,furnished
5769347,3754,4,2,3,yes,no,no,no,yes,3,yes,furnished
6996784,5202,5,2,4,yes,no,no,no,no,2,yes,semi-furnished
5036493,7313,4,4,4,yes,no,yes,no,no,2,yes,furnished
1970023,5584,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
4702645,7824,4,2,4,yes,no,no,no,no,2,no,furnished
4252519,5862,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
3726185,5872,4,4,3,yes,no,no,no,yes,3,yes,unfurnished
5460453,5642,4,4,1,yes,yes,no,no,yes,2,yes,furnished
5176416,6403,3,2,3,yes,no,no,no,no,0,yes,furnished
5444252,4340,3,4,4,yes,no,no,no,yes,2,yes,unfurnished
6093839,6298,4,2,3,no,no,yes,no,yes,2,no,furnished
4906658,7517,3,2,4,yes,no,no,no,no,2,yes,semi-furnished
5841308,5739,5,2,3,yes,no,yes,no,yes,3,yes,furnished
3729715,3787,4,2,4,yes,no,yes,no,yes,2,yes,furnished
2954543,5612,3,2,3,no,yes,yes,no,yes,2,yes,semi-furnished
2345323,3791,4,2,3,yes,yes,no,no,yes,2,yes,furnished
2004103,6909,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
5649437,7957,4,2,4,yes,no,yes,no,no,3,yes,semi-furnished
6533885,4794,4,2,4,no,no,yes,no,yes,2,yes,semi-furnished
4510557,2115,3,4,3,yes,no,no,no,no,3,yes,unfurnished
3878675,4405,3,2,3,yes,yes,no,no,yes,2,yes,semi-furnished
3580517,6127,4,2,3,yes,no,yes,no,no,3,no,semi-furnished
5518920,4916,5,4,3,yes,no,yes,no,yes,3,yes,unfurnished
5774996,5504,4,4,4,yes,no,no,no,yes,2,no,semi-furnished
2721671,7150,4,4,3,yes,no,yes,no,yes,2,yes,semi-furnished
5500683,3653,4,2,2,yes,no,no,no,no,2,no,furnished
4792886,7185,4,2,4,yes,no,yes,no,yes,3,yes,furnished
5280618,7367,2,4,3,yes,no,no,no,yes,2,yes,furnished
4448480,5882,4,4,3,no,no,no,no,no,2,yes,unfurnished
5935763,4298,4,2,4,yes,no,no,no,yes,3,yes,unfurnished
2526870,6953,4,4,4,yes,no,yes,no,yes,2,yes,furnished
4893095,3626,4,2,3,yes,no,no,no,yes,0,no,semi-furnished
2638667,3979,4,2,4,yes,no,no,no,no,0,yes,unfurnished
4282248,4506,5,2,3,yes,no,no,no,yes,2,yes,semi-furnished
4046121,1650,4,4,4,yes,no,no,no,no,2,yes,semi-furnished
6455579,1928,4,4,3,yes,yes,no,no,no,1,yes,semi-furnished
5876252,2640,5,2,4,yes,no,no,no,yes,2,yes,semi-furnished
5608554,6047,1,4,4,yes,no,no,no,yes,3,yes,furnished
8208758,6888,5,2,3,yes,no,no,no,no,1,yes,furnished
3385011,3247,5,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
4982129,5473,3,2,3,yes,no,yes,no,no,2,yes,furnished
6803249,6168,4,2,3,yes,no,yes,no,yes,2,yes,furnished
8454085,3405,4,4,3,yes,yes,yes,no,yes,2,no,furnished
2736042,3166,4,2,4,yes,no,no,yes,yes,2,yes,semi-furnished
2356664,6198,4,2,3,yes,no,yes,no,yes,2,no,unfurnished
1880205,2228,5,1,4,yes,no,no,no,no,3,yes,furnished
6879213,4145,3,2,4,yes,no,no,no,no,0,yes,furnished
4278877,8101,4,4,3,yes,yes,no,no,yes,3,yes,unfurnished
4794957,1650,4,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
4729836,9756,4,2,3,no,no,no,no,yes,2,yes,unfurnished
5122389,2151,4,2,3,yes,no,no,no,yes,2,yes,furnished
4129816,7076,5,2,4,yes,no,yes,yes,yes,0,yes,unfurnished
4519180,5308,4,2,2,no,no,yes,no,no,0,no,semi-furnished
2751239,1971,4,2,4,yes,no,no,no,yes,2,no,unfurnished
5424811,7694,4,2,3,no,no,no,no,yes,2,yes,semi-furnished
2812176,3295,5,2,3,yes,yes,no,no,yes,2,no,furnished
4845790,5611,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
3967896,3270,2,4,4,yes,no,yes,yes,yes,3,no,semi-furnished
3317468,6110,3,2,3,no,no,no,no,yes,0,no,semi-furnished
6652202,4194,2,4,1,yes,no,yes,no,yes,0,yes,semi-furnished
6059141,7810,3,2,3,yes,no,yes,no,no,3,yes,semi-furnished
5808278,4915,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
4195892,7199,4,2,4,yes,yes,no,no,yes,2,yes,furnished
4267076,3296,4,2,3,yes,yes,yes,no,no,2,yes,furnished
4039047,7013,4,2,3,yes,no,no,no,yes,3,yes,furnished
1750000,4948,4,2,3,yes,yes,no,no,yes,2,yes,semi-furnished
5234174,7348,5,2,4,yes,no,no,no,yes,0,yes,furnished
3747844,5714,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
3494341,4390,4,2,1,yes,no,no,no,yes,0,yes,furnished
5477221,6396,4,4,4,yes,yes,no,no,yes,0,yes,furnished
7030814,3093,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3273629,6334,4,4,4,no,no,no,no,yes,2,no,furnished
5602952,8126,4,4,3,yes,no,no,no,yes,2,yes,furnished
4425105,5858,3,2,4,no,no,yes,no,yes,0,yes,furnished
2066211,4817,5,4,3,yes,no,yes,no,no,0,yes,furnished
3319918,4386,4,2,4,yes,no,yes,no,yes,3,yes,furnished
2574641,3937,5,2,4,yes,no,yes,no,yes,2,no,semi-furnished
5936278,3239,4,2,3,yes,no,yes,no,yes,0,yes,furnished
4847696,1650,4,2,4,no,no,yes,no,yes,2,yes,furnished
5284732,2165,3,2,4,yes,no,no,no,no,2,yes,furnished
7141478,4896,4,2,2,yes,no,no,no,yes,3,yes,furnished
3613099,3051,4,4,3,no,no,no,no,yes,2,yes,unfurnished
6943262,4572,3,2,4,no,yes,no,yes,no,2,yes,semi-furnished
1750000,4288,4,2,4,yes,no,no,no,yes,2,yes,unfurnished
5047163,8604,4,4,3,yes,no,no,no,yes,0,yes,furnished
5545689,3405,3,4,4,no,no,no,yes,yes,2,yes,furnished
5617854,3302,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
4346376,3308,3,2,4,yes,yes,yes,no,no,0,yes,unfurnished
4443827,5773,5,2,3,no,no,yes,no,yes,3,yes,semi-furnished
7484354,8992,4,2,4,yes,no,no,no,yes,2,yes,furnished
3679852,9833,3,4,4,yes,no,no,no,yes,1,yes,furnished
4289618,4808,5,2,2,yes,no,no,no,yes,0,yes,semi-furnished
3456462,6286,3,4,1,yes,no,yes,no,no,2,yes,furnished
4347018,6244,5,2,3,yes,no,no,no,yes,2,no,unfurnished
3150220,7459,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished
7022417,5858,4,2,4,yes,yes,yes,no,yes,2,no,semi-furnished
2054697,4653,3,2,4,yes,no,no,no,yes,0,yes,unfurnished
3952651,6192,4,2,4,no,yes,no,no,yes,0,yes,semi-furnished
4227241,11414,5,4,3,no,yes,no,no,no,2,yes,furnished
5584530,7003,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3724345,3892,4,2,3,no,no,no,no,yes,2,yes,furnished
6227507,5351,5,2,3,yes,no,no,no,no,2,yes,semi-furnished
4233711,1806,4,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
4937874,4558,4,2,1,yes,no,no,no,yes,0,yes,unfurnished
2908876,7599,4,2,4,yes,yes,no,no,no,2,yes,unfurnished
3936929,6469,5,2,4,yes,no,no,no,no,3,yes,semi-furnished
4922887,7355,4,2,4,yes,no,no,no,yes,3,yes,furnished
5162136,5166,4,4,4,yes,no,no,no,yes,0,yes,furnished
4868074,8336,5,2,3,yes,no,no,no,yes,2,yes,furnished
7076193,5180,3,2,3,yes,no,yes,no,yes,2,yes,furnished
2935126,6256,4,2,3,no,no,no,no,no,3,no,semi-furnished
4548183,6073,4,4,3,yes,no,no,no,no,2,yes,furnished
2256501,6102,5,2,4,no,no,no,no,yes,0,no,furnished
6106836,4309,4,2,1,yes,yes,no,no,yes,3,yes,semi-furnished
4623971,8578,4,2,2,yes,no,no,no,yes,3,yes,semi-furnished
3637310,3174,4,4,3,yes,no,no,no,no,2,yes,furnished
3672614,1650,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
7559496,5661,4,2,3,no,yes,no,no,no,2,yes,unfurnished
