area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
4478,3,2,1,yes,no,no,no,no,1,yes,furnished,6947800
7093,2,2,3,no,no,no,no,yes,2,no,furnished,6659300
6803,3,2,1,yes,yes,yes,yes,yes,1,yes,semi-furnished,7580300
5933,3,1,1,yes,yes,no,no,yes,1,no,semi-furnished,6643300
5248,3,2,1,yes,yes,no,yes,yes,0,no,furnished,7074800
2481,4,3,1,yes,no,yes,no,yes,2,no,furnished,6548100
4980,5,2,2,yes,yes,yes,no,yes,1,no,unfurnished,6198000
6947,4,2,3,no,no,no,no,no,0,yes,furnished,6594700
5861,3,1,2,yes,yes,yes,no,yes,0,yes,furnished,7686100
4783,3,1,2,no,no,no,yes,no,1,no,semi-furnished,6178300
6203,3,1,1,no,no,no,yes,no,1,no,semi-furnished,6020300
3512,3,1,2,yes,no,no,no,yes,1,yes,semi-furnished,6901200
5709,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,7070900
4606,5,2,1,yes,no,yes,no,no,0,yes,semi-furnished,6210600
4161,2,1,2,yes,no,yes,no,no,1,yes,furnished,6666100
6807,3,2,3,yes,no,no,no,yes,2,yes,furnished,7830700
6076,2,1,1,yes,no,no,yes,yes,0,yes,furnished,6657600
6289,4,1,1,yes,no,yes,no,no,2,yes,semi-furnished,6378900
3879,4,2,2,yes,no,no,no,no,0,no,semi-furnished,5587900
6561,3,2,1,yes,no,no,no,no,3,yes,semi-furnished,7056100
3275,4,1,2,yes,yes,no,no,yes,1,no,furnished,6477500
3046,3,2,1,yes,yes,no,no,no,1,yes,furnished,7004600
5938,2,1,2,no,no,no,yes,no,0,yes,unfurnished,5893800
6644,3,1,1,yes,no,no,yes,yes,1,yes,furnished,7314400
4689,3,1,1,no,yes,yes,no,no,0,yes,unfurnished,6218900
7781,2,1,1,yes,yes,no,no,yes,2,no,unfurnished,6228100
6328,3,1,1,yes,no,yes,yes,yes,2,yes,furnished,7532800
5905,3,1,3,no,yes,no,no,no,3,yes,semi-furnished,6990500
4970,2,2,3,yes,yes,no,no,no,1,no,unfurnished,6097000
4408,4,4,2,yes,yes,yes,no,yes,0,yes,unfurnished,6840800
5169,3,3,1,no,no,no,no,no,2,no,furnished,6616900
3388,3,1,1,yes,yes,no,yes,no,1,yes,furnished,6938800
3191,4,2,1,yes,no,no,yes,yes,1,no,semi-furnished,5969100
9791,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,6929100
5283,2,1,1,yes,no,no,no,yes,1,yes,furnished,6578300
5761,4,1,3,yes,no,yes,no,yes,0,no,furnished,6576100
6662,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6866200
6917,3,1,2,yes,yes,yes,no,yes,1,yes,furnished,7891700
6937,5,1,1,yes,yes,yes,no,no,0,yes,furnished,6743700
3951,4,1,1,yes,no,no,no,yes,0,yes,furnished,6345100
4575,3,2,1,yes,yes,yes,no,no,1,no,semi-furnished,6607500
5328,4,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6532800
2163,3,2,2,yes,yes,no,yes,yes,1,yes,semi-furnished,6966300
6183,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,6568300
6953,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6995300
4135,4,3,1,yes,no,no,no,yes,3,no,unfurnished,6163500
2723,3,2,1,no,no,no,no,no,0,no,unfurnished,5472300
4023,3,1,1,no,no,yes,no,yes,0,yes,semi-furnished,6402300
5622,2,2,2,yes,no,no,no,yes,1,no,furnished,6412200
6070,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,6607000
5150,3,2,1,no,yes,no,no,no,3,yes,furnished,7115000
4692,4,2,1,yes,no,yes,no,yes,1,no,furnished,6469200
4976,5,1,1,yes,no,no,no,yes,0,no,furnished,6047600
4851,3,2,1,no,yes,yes,no,yes,0,no,furnished,6785100
4676,5,1,3,yes,yes,yes,no,no,1,no,unfurnished,6017600
4788,2,3,1,yes,yes,no,no,yes,3,yes,furnished,7328800
4485,5,2,1,yes,no,no,yes,yes,1,no,semi-furnished,6098500
4386,2,1,1,no,yes,yes,no,yes,1,yes,semi-furnished,6238600
5335,4,1,1,no,yes,no,no,no,0,no,semi-furnished,5433500
6636,3,2,2,yes,no,yes,yes,no,0,yes,semi-furnished,7013600
5513,3,1,3,yes,yes,yes,no,yes,1,yes,unfurnished,7251300
5107,3,4,1,no,no,yes,yes,no,1,no,furnished,6960700
7398,5,1,1,no,no,yes,no,no,3,no,semi-furnished,5889800
2598,5,1,1,yes,no,no,yes,yes,1,no,furnished,6009800
4515,2,2,1,yes,no,no,yes,yes,1,yes,semi-furnished,6501500
3454,4,2,3,no,no,no,yes,yes,1,yes,semi-furnished,6395400
7314,2,1,2,yes,yes,yes,yes,no,1,no,semi-furnished,6581400
7003,4,1,1,yes,no,no,no,yes,0,yes,unfurnished,6150300
4620,3,1,1,yes,no,no,no,yes,0,yes,furnished,6912000
6150,3,2,1,no,no,no,no,yes,0,no,unfurnished,6065000
3504,5,1,2,yes,yes,no,no,no,2,yes,semi-furnished,6450400
4571,5,1,2,yes,yes,no,no,yes,2,no,furnished,6707100
7185,3,1,1,yes,yes,no,no,no,2,no,furnished,6918500
3332,3,2,3,yes,no,yes,no,no,1,no,semi-furnished,6583200
7408,2,2,1,yes,no,yes,no,yes,1,yes,furnished,7140800
5646,3,2,1,yes,no,no,yes,no,0,yes,furnished,7064600
3263,4,3,2,yes,no,no,no,yes,1,no,furnished,6376300
3148,3,2,2,no,no,no,no,yes,1,yes,furnished,6764800
5285,3,2,1,yes,no,no,no,no,1,no,semi-furnished,6328500
4073,3,1,1,yes,no,yes,no,yes,2,no,furnished,6807300
7178,2,2,1,no,yes,no,no,no,1,no,furnished,6217800
4540,2,1,2,no,no,no,no,yes,0,yes,unfurnished,5904000
6027,3,1,3,no,no,yes,no,yes,0,no,semi-furnished,6502700
7157,3,2,1,yes,yes,no,yes,yes,0,yes,unfurnished,7165700
6487,3,1,2,no,no,no,no,yes,1,yes,furnished,7198700
4330,3,1,2,yes,yes,no,yes,yes,1,yes,furnished,7583000
5654,2,2,1,yes,yes,yes,no,no,0,yes,furnished,6815400
3822,3,2,1,no,no,no,no,yes,0,no,furnished,6332200
4384,2,2,3,yes,yes,no,no,yes,0,no,semi-furnished,6388400
5211,3,2,2,yes,no,no,no,yes,0,no,semi-furnished,6471100
4818,4,1,3,no,yes,no,no,yes,1,no,semi-furnished,6031800
7303,3,2,1,no,no,no,no,yes,1,yes,semi-furnished,6880300
5871,4,1,2,yes,no,yes,yes,yes,1,no,furnished,6787100
5664,3,3,3,no,no,yes,no,no,1,yes,furnished,7116400
7147,4,3,2,no,no,yes,no,no,0,yes,furnished,6664700
4010,4,1,2,yes,no,yes,no,yes,1,yes,furnished,6901000
4130,3,1,2,yes,no,no,yes,yes,1,yes,furnished,7363000
4902,5,1,3,no,no,no,yes,yes,1,yes,semi-furnished,6340200
6020,3,2,2,yes,no,no,yes,no,0,yes,semi-furnished,6802000
6740,3,2,2,no,yes,no,yes,yes,0,no,unfurnished,6424000
6034,2,1,1,no,yes,no,no,no,2,no,furnished,6003400
3586,3,4,1,yes,no,yes,no,yes,1,no,furnished,7258600
4183,3,1,2,yes,no,no,yes,yes,1,yes,semi-furnished,7068300
3346,4,1,1,yes,no,no,no,yes,0,no,semi-furnished,5584600
4903,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,6140300
3695,3,2,2,yes,no,yes,no,yes,0,no,unfurnished,6269500
5133,4,3,2,no,no,no,yes,no,0,yes,semi-furnished,6113300
4980,2,2,2,no,no,no,no,no,0,yes,unfurnished,5598000
7594,3,1,1,yes,yes,yes,no,no,0,yes,furnished,7309400
4985,2,2,2,yes,no,no,no,yes,1,yes,semi-furnished,6448500
2038,3,2,1,yes,no,yes,no,yes,2,yes,furnished,7203800
3001,3,1,1,no,yes,yes,no,no,1,yes,semi-furnished,6350100
5860,2,2,1,yes,yes,yes,no,no,0,no,unfurnished,5936000
6924,2,1,2,yes,no,yes,no,no,0,no,unfurnished,5942400
4792,4,2,2,no,yes,no,no,no,0,no,semi-furnished,5579200
4749,3,2,1,yes,no,no,no,no,1,yes,unfurnished,6474900
5832,2,4,2,yes,no,yes,no,no,1,no,semi-furnished,6433200
4843,3,2,1,yes,yes,yes,yes,yes,1,yes,furnished,7684300
4201,3,3,1,no,no,yes,no,no,3,yes,furnished,7170100
4735,5,3,2,no,no,no,no,yes,1,yes,semi-furnished,6323500
5178,5,1,2,yes,no,no,no,yes,0,no,unfurnished,5867800
5167,3,1,1,yes,yes,yes,yes,yes,1,no,furnished,7116700
3825,4,4,1,no,no,no,no,yes,1,no,semi-furnished,6032500
7246,2,2,1,yes,no,no,no,yes,1,no,furnished,6574600
2984,2,1,2,yes,no,yes,no,yes,1,yes,furnished,6798400
3336,3,3,1,yes,no,no,yes,no,1,yes,semi-furnished,6833600
5647,4,3,1,yes,no,no,yes,no,2,no,semi-furnished,6264700
8502,2,2,1,no,no,no,yes,yes,2,no,furnished,6600200
6978,3,4,2,no,yes,yes,no,yes,0,yes,semi-furnished,7497800
5449,5,2,1,no,no,no,yes,yes,1,no,furnished,6194900
4334,5,1,3,yes,no,no,yes,no,3,yes,furnished,6833400
4406,2,1,3,yes,no,no,yes,yes,1,no,furnished,6490600
4671,3,3,1,no,no,no,yes,yes,1,no,furnished,6817100
6367,3,2,2,yes,no,no,no,yes,1,no,unfurnished,6486700
5674,3,4,2,yes,no,no,no,yes,1,yes,furnished,7717400
2524,3,4,1,yes,yes,no,no,yes,1,no,furnished,7202400
5467,3,1,1,no,no,yes,no,no,0,yes,furnished,6596700
1517,4,2,2,no,no,no,no,yes,1,no,furnished,5701700
5756,4,2,2,yes,no,no,no,yes,1,no,unfurnished,5925600
6343,2,2,1,yes,no,yes,yes,no,1,no,semi-furnished,6184300
5817,4,2,1,yes,yes,yes,no,no,2,yes,furnished,7031700
4462,3,1,2,yes,no,yes,no,yes,1,yes,unfurnished,6946200
6023,3,2,1,no,no,yes,no,no,2,yes,furnished,7052300
2903,3,3,3,yes,no,yes,no,no,2,no,semi-furnished,6540300
6688,3,1,1,no,yes,yes,no,yes,0,no,unfurnished,6268800
7375,3,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7187500
5177,2,1,1,yes,no,no,yes,no,0,yes,semi-furnished,6017700
5354,5,4,2,no,no,no,no,yes,0,yes,semi-furnished,6485400
8058,3,1,1,yes,yes,yes,yes,yes,2,no,furnished,7505800
3222,3,1,2,yes,no,no,no,yes,2,yes,unfurnished,6772200
2689,4,4,1,no,no,no,no,yes,2,no,furnished,6318900
4443,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6644300
4297,5,2,1,yes,no,no,no,yes,0,no,furnished,6179700
4246,3,1,1,yes,yes,yes,no,yes,0,yes,furnished,7224600
7028,3,3,1,yes,yes,yes,no,no,0,yes,furnished,7652800
4925,2,3,2,yes,yes,yes,yes,no,1,no,furnished,6742500
3574,4,2,1,yes,no,no,no,no,1,yes,semi-furnished,6057400
6915,4,2,2,yes,no,no,no,no,0,yes,furnished,6591500
4763,3,1,2,yes,no,no,no,yes,1,no,semi-furnished,6626300
7128,3,2,2,yes,yes,no,no,yes,1,yes,unfurnished,7162800
4059,2,3,1,yes,no,no,no,yes,0,no,furnished,6355900
4576,5,1,2,yes,no,yes,no,no,1,no,furnished,6307600
8346,3,1,2,yes,no,yes,no,yes,1,no,unfurnished,6934600
4794,2,2,1,yes,yes,yes,no,no,3,no,semi-furnished,6329400
4650,3,1,2,yes,no,yes,no,yes,1,no,semi-furnished,6765000
3168,3,1,2,no,no,no,no,yes,2,no,semi-furnished,6266800
3305,3,1,1,yes,yes,yes,yes,yes,1,no,unfurnished,6430500
3480,3,2,1,yes,no,no,no,yes,0,no,unfurnished,6098000
3229,3,1,1,yes,yes,no,yes,no,3,no,semi-furnished,6422900
5803,3,2,1,yes,no,no,no,yes,1,yes,furnished,7330300
5357,2,1,1,no,no,no,no,yes,1,no,unfurnished,5385700
6020,3,2,2,yes,yes,no,no,no,1,yes,unfurnished,6802000
8083,3,4,2,no,no,no,no,yes,2,yes,semi-furnished,7458300
5642,5,1,1,yes,no,no,no,yes,2,yes,semi-furnished,6414200
6004,2,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,6700400
1816,5,1,1,no,no,no,no,yes,0,yes,furnished,5831600
5664,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,6216400
5793,4,2,2,yes,no,no,yes,no,2,no,unfurnished,5879300
4782,3,2,2,no,no,yes,no,no,2,yes,furnished,6928200
6421,4,1,1,no,no,no,no,no,2,yes,unfurnished,5742100
1890,2,2,1,yes,no,yes,yes,no,1,yes,semi-furnished,6139000
5143,3,2,3,yes,no,yes,no,yes,0,yes,furnished,7614300
5953,4,1,2,yes,no,no,no,no,1,no,furnished,6295300
2517,3,1,3,yes,no,no,no,yes,1,no,semi-furnished,6401700
7207,3,2,1,yes,no,no,no,yes,1,no,furnished,7070700
4083,3,3,1,yes,yes,yes,no,yes,1,no,furnished,7308300
3222,5,1,2,yes,no,no,no,yes,0,yes,semi-furnished,6272200
1500,3,2,1,yes,yes,yes,no,no,1,yes,semi-furnished,6653600
3200,3,1,2,no,no,yes,no,yes,2,yes,semi-furnished,6820000
6177,2,3,2,yes,no,yes,no,no,2,no,semi-furnished,6367700
3051,4,1,2,no,yes,no,no,no,0,no,semi-furnished,5505100
2373,3,4,2,yes,no,no,no,yes,2,no,semi-furnished,6787300
3884,3,2,1,yes,no,no,no,yes,2,no,semi-furnished,6538400
4275,2,1,1,yes,no,no,no,no,0,yes,furnished,6127500
5407,3,3,1,yes,no,no,no,yes,2,no,semi-furnished,6890700
7178,4,1,3,no,no,no,no,yes,0,yes,furnished,6667800
5966,4,1,1,no,no,yes,no,no,1,no,furnished,5846600
3867,2,2,2,yes,yes,no,yes,yes,1,no,semi-furnished,6236700
5638,2,1,1,yes,yes,yes,no,yes,1,no,furnished,6563800
4573,3,2,2,no,no,yes,yes,yes,1,no,furnished,6757300
6818,4,1,2,yes,no,yes,no,no,1,yes,furnished,6931800
2729,3,2,1,no,no,yes,no,no,0,no,furnished,6122900
1537,3,2,2,yes,no,yes,yes,yes,0,yes,semi-furnished,6753700
3839,2,1,1,no,yes,no,no,yes,2,no,semi-furnished,5733900
6895,3,1,2,no,yes,no,no,yes,1,no,furnished,7039500
6409,3,2,2,yes,no,yes,yes,no,2,no,unfurnished,6590900
5121,3,1,1,yes,yes,yes,yes,no,1,yes,semi-furnished,6962100
6774,3,2,2,yes,no,no,no,no,0,no,semi-furnished,6377400
5966,2,1,2,yes,no,no,yes,no,3,no,semi-furnished,6296600
8778,2,1,1,no,yes,no,yes,no,1,yes,semi-furnished,6377800
4038,3,2,2,yes,yes,yes,yes,no,3,no,semi-furnished,6853800
4822,2,1,1,yes,yes,yes,no,yes,1,no,unfurnished,5982200
6325,3,2,1,yes,no,no,no,no,3,no,semi-furnished,6632500
3440,3,3,3,yes,no,no,no,yes,3,yes,semi-furnished,7194000
3540,4,2,2,no,yes,yes,no,no,1,no,furnished,6004000
4694,3,1,2,no,no,no,no,no,0,no,semi-furnished,5969400
6255,3,2,2,yes,no,no,yes,yes,3,no,semi-furnished,6975500
4376,3,3,2,yes,no,yes,yes,no,3,no,furnished,7187600
3770,3,1,1,yes,no,yes,no,yes,0,yes,unfurnished,6477000
6519,4,3,1,no,no,no,no,yes,0,no,unfurnished,5801900
3480,5,1,1,no,no,no,no,yes,1,no,furnished,5698000
3211,3,2,1,yes,yes,no,no,no,0,no,unfurnished,6021100
5801,2,1,1,yes,yes,yes,yes,no,3,no,unfurnished,6130100
6930,3,1,1,yes,no,yes,no,no,1,yes,furnished,7143000
3870,3,4,1,yes,no,no,no,yes,1,yes,unfurnished,7037000
4181,3,1,2,yes,no,yes,no,yes,3,no,semi-furnished,6918100
4690,3,3,1,yes,no,no,no,no,3,yes,furnished,7369000
5635,3,4,1,yes,no,yes,yes,yes,3,yes,furnished,8163500
5661,4,2,1,yes,no,no,no,yes,1,yes,semi-furnished,6516100
5520,3,4,2,no,yes,yes,no,no,0,no,furnished,7002000
2697,3,2,2,yes,no,yes,no,yes,0,no,furnished,6669700
6668,3,2,3,no,no,no,no,no,0,yes,semi-furnished,6766800
4885,3,2,2,yes,no,yes,no,yes,1,no,unfurnished,6488500
8378,2,1,1,yes,yes,yes,yes,yes,3,no,semi-furnished,6837800
3688,3,1,1,no,yes,no,yes,yes,0,yes,semi-furnished,6518800
5621,3,1,1,no,yes,no,no,no,0,no,semi-furnished,5962100
6266,2,3,3,yes,no,no,no,yes,3,no,unfurnished,6376600
6785,4,3,1,no,no,yes,yes,yes,1,no,furnished,6678500
1790,2,1,2,no,no,no,no,yes,1,no,furnished,5829000
5395,2,2,2,yes,yes,yes,no,yes,0,yes,unfurnished,6539500
5271,2,1,1,yes,no,yes,no,yes,3,no,furnished,6527100
2513,2,1,1,yes,no,no,yes,yes,3,yes,furnished,6601300
4944,4,3,2,yes,yes,no,no,yes,0,yes,unfurnished,6544400
7025,3,1,1,yes,yes,yes,no,no,1,yes,semi-furnished,7052500
6968,5,2,2,yes,yes,yes,yes,no,1,yes,semi-furnished,6846800
6419,2,4,1,yes,no,yes,no,no,0,yes,semi-furnished,6791900
2046,3,2,1,yes,no,no,yes,no,0,no,furnished,6304600
7708,2,2,2,yes,yes,no,no,yes,2,yes,furnished,7320800
5736,3,2,1,no,no,no,no,no,0,no,furnished,6273600
5347,5,1,2,yes,no,no,no,no,1,no,semi-furnished,5934700
8252,4,2,3,yes,no,no,no,no,0,yes,semi-furnished,6725200
2166,3,2,1,yes,no,no,no,yes,2,yes,semi-furnished,6766600
4735,4,3,2,yes,no,no,no,yes,1,no,semi-furnished,6223500
7906,3,1,1,no,yes,yes,no,yes,0,yes,furnished,7290600
7758,5,3,2,yes,no,no,yes,yes,3,no,unfurnished,6625800
5262,2,1,1,yes,yes,no,no,no,2,no,semi-furnished,5926200
5062,2,2,2,yes,yes,no,no,yes,1,no,furnished,6556200
4222,4,1,2,no,no,no,no,yes,1,yes,semi-furnished,6172200
7322,3,2,1,yes,no,no,no,yes,2,no,furnished,7182200
1578,4,1,3,no,no,no,no,yes,2,yes,furnished,6307800
4838,3,1,1,yes,no,no,no,no,0,no,semi-furnished,5983800
5932,2,1,1,yes,no,no,yes,no,0,yes,furnished,6393200
6247,3,2,1,yes,no,yes,no,no,1,no,unfurnished,6374700
3738,4,3,2,no,no,no,no,no,3,no,furnished,6073800
4441,3,2,2,yes,no,yes,no,yes,1,yes,furnished,7344100
3748,5,3,1,no,yes,no,no,yes,1,no,furnished,6324800
5294,5,1,2,yes,no,yes,no,yes,0,yes,furnished,6929400
4875,4,1,2,no,no,yes,no,yes,1,yes,furnished,6687500
4473,4,1,2,no,no,no,no,yes,1,no,unfurnished,5597300
2908,2,1,2,yes,no,no,no,yes,2,yes,furnished,6740800
5612,4,2,2,no,no,yes,no,yes,0,no,semi-furnished,5861200
5863,3,2,2,no,no,yes,no,yes,1,no,unfurnished,6286300
4960,3,3,2,no,no,yes,no,yes,1,yes,unfurnished,6796000
5726,3,1,2,yes,no,no,no,yes,1,no,semi-furnished,6722600
4066,4,1,1,yes,no,no,no,yes,1,no,furnished,6056600
6522,5,2,1,yes,no,yes,yes,no,0,yes,semi-furnished,6502200
5570,5,2,1,no,yes,no,no,no,0,yes,furnished,6357000
4022,3,1,2,yes,no,no,no,yes,1,no,unfurnished,6352200
4847,3,1,1,no,yes,yes,no,yes,0,yes,semi-furnished,6684700
5524,5,1,2,yes,no,no,no,yes,2,yes,furnished,7002400
4867,3,2,2,no,no,no,no,no,1,no,semi-furnished,5986700
2572,3,3,1,yes,no,yes,no,no,1,no,semi-furnished,6407200
7410,5,2,2,yes,no,no,yes,no,2,no,semi-furnished,6241000
7869,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,6736900
6673,3,2,1,yes,yes,no,yes,yes,2,yes,furnished,7817300
4614,4,3,1,no,no,yes,no,yes,0,no,semi-furnished,5961400
5239,4,2,2,no,no,no,no,yes,2,no,furnished,6173900
3560,4,1,2,no,no,yes,no,no,1,yes,semi-furnished,6006000
3325,3,1,1,yes,no,no,no,no,1,yes,furnished,6632500
5857,3,1,1,yes,no,yes,yes,no,2,yes,unfurnished,6735700
4527,4,2,1,yes,yes,no,no,no,2,no,semi-furnished,6052700
4513,2,1,2,no,no,yes,yes,yes,0,yes,unfurnished,6151300
3787,2,2,1,yes,yes,yes,no,yes,1,no,semi-furnished,6278700
4491,3,2,2,yes,no,yes,no,no,1,no,semi-furnished,6399100
5876,5,2,1,yes,no,yes,yes,yes,1,no,unfurnished,6187600
4971,3,3,1,no,no,yes,no,yes,1,yes,furnished,7297100
3618,2,1,1,yes,no,no,yes,yes,1,yes,semi-furnished,6211800
2512,2,2,1,yes,no,yes,no,no,2,yes,furnished,6501200
3784,3,4,2,no,no,no,no,no,0,no,furnished,6478400
3303,3,1,2,yes,yes,yes,yes,yes,1,no,unfurnished,6730300
7686,3,2,1,yes,no,yes,yes,no,1,yes,furnished,7518600
6525,3,3,2,no,yes,yes,no,no,2,no,semi-furnished,6802500
3699,3,2,1,no,no,yes,no,yes,1,yes,semi-furnished,6669900
1500,3,3,2,yes,no,no,no,no,0,no,furnished,6331200
6721,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5822100
4637,2,3,1,yes,no,yes,no,no,1,yes,semi-furnished,6513700
5051,5,2,1,no,yes,no,no,yes,1,yes,semi-furnished,6355100
5719,3,2,1,no,yes,no,no,yes,0,yes,semi-furnished,6821900
3723,4,2,2,no,no,yes,yes,yes,1,no,furnished,6172300
5198,3,3,2,yes,yes,yes,no,yes,1,no,semi-furnished,7119800
5023,2,3,2,yes,no,no,no,no,0,yes,semi-furnished,6302300
5746,3,2,1,yes,no,no,no,yes,3,yes,semi-furnished,7224600
7243,3,2,1,yes,no,no,no,yes,1,yes,furnished,7474300
6200,3,4,1,yes,no,yes,no,yes,0,no,unfurnished,6920000
6454,4,1,3,yes,yes,yes,no,no,3,yes,semi-furnished,6995400
6141,5,1,1,yes,no,no,no,no,1,no,semi-furnished,5714100
3779,4,4,2,yes,no,no,no,yes,1,yes,furnished,7027900
3631,2,2,1,no,no,no,no,yes,0,no,unfurnished,5313100
1967,3,1,2,no,yes,no,no,no,3,no,semi-furnished,6196700
5282,2,1,2,yes,no,yes,no,no,2,no,furnished,6478200
4596,2,2,1,no,no,yes,no,yes,1,yes,semi-furnished,6259600
4767,2,2,2,yes,no,no,no,no,1,no,furnished,6076700
7037,3,1,1,yes,yes,yes,no,yes,2,no,semi-furnished,7003700
4722,2,3,2,no,yes,yes,no,no,0,no,furnished,6222200
2145,4,4,2,yes,no,yes,no,no,1,no,unfurnished,5864500
4627,2,2,1,yes,yes,no,no,yes,1,no,unfurnished,6012700
2660,4,2,2,no,yes,yes,no,yes,0,no,furnished,6066000
3133,3,3,2,no,no,no,yes,no,2,yes,furnished,6913300
7158,2,2,2,yes,no,yes,no,no,0,yes,semi-furnished,6465800
6853,3,2,1,no,yes,no,yes,no,1,yes,unfurnished,6685300
5203,4,2,2,yes,no,no,no,yes,0,yes,furnished,6670300
5022,3,1,3,yes,no,no,no,yes,2,yes,furnished,7452200
5842,3,1,2,yes,no,no,no,yes,3,no,furnished,7234200
3659,4,2,1,yes,no,no,yes,no,2,yes,semi-furnished,6265900
5217,4,4,1,yes,no,no,yes,no,0,yes,semi-furnished,6621700
4156,5,1,3,yes,no,yes,yes,no,1,no,semi-furnished,6065600
6177,4,2,2,yes,no,no,yes,yes,0,yes,furnished,6867700
2779,2,3,3,no,yes,yes,yes,no,2,yes,furnished,6727900
4059,5,1,2,no,yes,yes,no,yes,0,no,unfurnished,5805900
2634,2,2,2,yes,yes,no,no,yes,1,no,unfurnished,5813400
7137,3,1,1,yes,yes,no,no,yes,2,yes,semi-furnished,7263700
3263,2,1,2,yes,no,yes,no,no,3,no,furnished,6376300
7188,3,3,1,yes,no,no,no,yes,0,no,unfurnished,6668800
2013,4,2,1,yes,no,no,no,yes,1,yes,furnished,6451300
5176,2,1,2,yes,no,yes,no,no,1,yes,furnished,6767600
1500,2,2,1,yes,yes,yes,yes,yes,1,no,semi-furnished,6101800
2926,3,2,1,yes,yes,no,no,yes,0,yes,furnished,7142600
4604,3,1,1,yes,yes,no,no,no,1,yes,unfurnished,6460400
6405,3,1,1,yes,no,no,no,yes,1,no,semi-furnished,6490500
4454,3,1,1,yes,no,yes,no,no,1,yes,furnished,6895400
4660,3,2,1,yes,no,yes,no,yes,1,yes,furnished,7366000
4876,3,2,1,yes,yes,no,yes,no,0,yes,unfurnished,6687600
5812,3,1,2,yes,no,yes,no,yes,1,no,furnished,7181200
5263,3,3,1,no,no,yes,no,yes,3,no,semi-furnished,6826300
6552,3,2,2,yes,no,no,yes,no,0,no,furnished,6755200
4305,3,2,3,yes,no,yes,no,no,1,no,furnished,6980500
3153,3,2,1,yes,no,yes,no,yes,0,yes,furnished,7115300
4179,5,1,1,yes,no,yes,no,no,3,yes,unfurnished,6067900
4247,2,1,1,yes,no,no,yes,yes,0,no,semi-furnished,5774700
5599,5,2,1,no,no,no,yes,no,1,no,semi-furnished,5659900
5755,3,2,2,yes,no,no,yes,yes,1,no,furnished,7025500
6659,3,1,2,yes,yes,no,no,yes,1,no,furnished,7315900
3426,3,1,2,yes,yes,no,no,yes,1,yes,semi-furnished,7092600
4236,2,2,1,yes,no,no,no,yes,1,yes,semi-furnished,6373600
5393,3,2,2,yes,no,no,no,yes,2,yes,semi-furnished,7089300
5926,3,3,1,no,no,no,yes,yes,1,no,furnished,6942600
3997,3,2,3,yes,no,no,no,yes,1,yes,furnished,7449700
2550,3,1,1,yes,no,no,no,no,0,yes,unfurnished,5955000
2812,4,2,2,yes,no,yes,no,yes,2,yes,semi-furnished,6481200
3756,3,1,1,yes,yes,no,no,yes,2,no,semi-furnished,6525600
7258,3,1,2,yes,no,no,yes,no,0,yes,furnished,7325800
7133,3,3,1,yes,yes,no,no,yes,0,yes,semi-furnished,7463300
2005,3,2,1,yes,no,no,no,yes,2,yes,unfurnished,6550500
6512,4,1,2,yes,yes,yes,yes,yes,2,no,furnished,7151200
5621,4,1,2,no,no,no,no,no,3,yes,furnished,6562100
4826,3,1,2,no,yes,no,no,yes,2,yes,semi-furnished,7032600
5885,3,1,3,no,yes,no,no,no,1,yes,semi-furnished,6788500
3060,3,3,3,yes,no,no,no,yes,0,no,furnished,6756000
5487,4,2,2,yes,no,no,yes,no,0,yes,unfurnished,6048700
4677,3,2,2,yes,no,no,no,yes,2,yes,furnished,7317700
3950,2,3,2,yes,no,no,no,no,1,yes,semi-furnished,6295000
4381,3,1,2,yes,yes,no,no,yes,0,no,semi-furnished,6688100
6267,3,2,2,no,yes,yes,no,yes,1,yes,unfurnished,6926700
3830,3,1,2,yes,no,no,no,no,1,no,furnished,6583000
4952,5,2,2,yes,yes,no,yes,yes,1,yes,furnished,7045200
4657,5,3,1,yes,yes,no,no,no,0,yes,semi-furnished,6465700
2327,3,1,1,no,yes,yes,no,no,3,no,furnished,6382700
7569,3,4,2,yes,no,no,no,yes,0,yes,unfurnished,7306900
4786,3,2,2,yes,no,no,no,no,0,yes,furnished,6878600
4895,4,1,2,yes,no,no,yes,yes,0,yes,semi-furnished,6539500
5770,3,1,2,no,no,yes,no,yes,3,yes,furnished,7477000
6045,2,2,2,no,no,no,yes,yes,2,yes,furnished,6754500
1576,2,1,2,yes,no,yes,no,yes,3,yes,semi-furnished,6557600
4957,3,2,1,no,no,no,no,yes,1,no,unfurnished,6045700
